,currency_name,currency_pairs,currency_prices,currency_volumes
149,LightChain,LIGHT/ETH,$0.000923,"$144,946"
150,district0x,DNT/BTC,$0.055998,"$142,978"
151,SelfSell,SSC/ETH,$0.035923,"$136,067"
152,OmiseGO,OMG/USDT,$8.31,"$135,301 "
153,Nebulas,NAS/ETH,$4.76,"$134,198"
154,Achain,ACT/USDT,$0.194142,"$133,740"
155,RealChain,RCT/ETH,$0.027193,"$133,137"
156,Measurable Data Token,MDT/USDT,$0.055097,"$128,646"
157,Internet Node Token,INT/ETH,$0.117042,"$128,352"
158,SwftCoin,SWFTC/USDT,$0.007814,"$127,072"
159,Kcash,KCASH/BTC,$0.072328,"$124,445"
160,NEM,XEM/USDT,$0.206464,"$123,380"
161,Nuls,NULS/ETH,$2.13,"$122,746"
162,Bankex,BKX/ETH,$0.235891,"$114,047"
163,Hi Mutual Society,HMC/BTC,$0.021306,"$110,964"
164,Monero,XMR/BTC,$176.72,"$109,457"
165,Stellar,XLM/USDT,$0.208868,"$108,175"
166,Show,SHOW/ETH,$0.002091,"$106,063"
167,LightChain,LIGHT/BTC,$0.000981,"$105,975"
168,Achain,ACT/BTC,$0.196589,"$105,733"
169,IPChain,IPC/USDT,$0.550972,"$94,263"
170,ICON,ICX/USDT,$2.04,"$92,597"
171,Ethereum Classic,ETC/BCH,$13.85,"$91,225"
172,IOStoken,IOST/ETH,$0.022243,"$89,796"
173,SmartMesh,SMT/USDT,$0.030854,"$89,594"
174,OmiseGO,OMG/BTC,$8.28,"$87,029"
175,Arcblock,ABT/USDT,$0.544961,"$85,652"
176,IoT Chain,ITC/USDT,$0.771360,"$83,251"
177,Internet Node Token,INT/USDT,$0.117908,"$82,627"
178,Stellar,XLM/BTC,$0.212358,"$79,308"
179,Ripio Credit Network,RCN/BTC,$0.082420,"$77,978"
180,Decentraland,MANA/ETH,$0.068471,"$74,058"
181,Maggie,MAG/USDT,$0.010118,"$72,344"
182,Kyber Network,KNC/USDT,$0.951478,"$72,086"
183,Status,SNT/USDT,$0.083447,"$71,814"
184,Status,SNT/BTC,$0.083541,"$68,707"
185,Zcash,ZEC/BTC,$190.27,"$67,975"
186,EOS,EOS/BCH,$5.66,"$67,625"
187,FirstBlood,1ST/BTC,$0.171708,"$65,202"
188,RealChain,RCT/BTC,$0.026843,"$64,227"
189,Theta Token,THETA/ETH,$0.109876,"$64,139"
190,Measurable Data Token,MDT/ETH,$0.056249,"$63,563"
191,SwftCoin,SWFTC/ETH,$0.007837,"$63,146"
192,NEM,XEM/BTC,$0.211306,"$63,058"
193,Content and AD Network,CAN/BTC,$0.014788,"$62,517 "
194,Delphy,DPY/ETH,$0.663340,"$62,354"
195,Maggie,MAG/ETH,$0.010278,"$60,547"
196,Litecoin,LTC/BCH,$116.42,"$58,465"
197,Dash,DASH/BTC,$300.63,"$57,832"
198,Storj,STORJ/USDT,$0.635120,"$56,039"
199,Trade Token,TIO/USDT,$0.167596,"$54,067"
200,Hi Mutual Society,HMC/ETH,$0.022022,"$50,072"
201,ATLANT,ATL/BTC,$0.205139,"$49,950"
202,Storj,STORJ/BTC,$0.630835,"$49,829"
203,FairGame,FAIR/USDT,$0.016028,"$48,381"
204,SportyCo,SPF/ETH,$0.141426,"$47,771 "
205,Eidoo,EDO/BTC,$1.56,"$47,575"
206,Measurable Data Token,MDT/BTC,$0.055998,"$47,398"
207,Waltonchain,WTC/BTC,$9.76,"$47,157"
208,Trade Token,TIO/BTC,$0.174792,"$46,369"
209,Gifto,GTO/BTC,$0.178016,"$46,155"
210,DigixDAO,DGD/BTC,$220.77,"$45,083"
211,Gas,GAS/BTC,$15.33,"$44,809"
212,TenX,PAY/BTC,$0.877324,"$44,598"
213,NAGA,NGC/BTC,$0.551990,"$44,552"
214,Trade Token,TIO/ETH,$0.173427,"$43,856"
215,district0x,DNT/USDT,$0.055097,"$42,910"
216,SmartMesh,SMT/BTC,$0.031538,"$41,588"
217,Dash,DASH/ETH,$299.04,"$40,547"
218,DigiByte,DGB/BTC,$0.017872,"$40,418"
219,BLOCKv,VEE/USDT,$0.028851,"$40,366"
220,FirstBlood,1ST/USDT,$0.171302,"$40,249"
221,Loopring,LRC/ETH,$0.382838,"$39,268"
222,BLOCKv,VEE/BTC,$0.028875,"$37,506"
223,IPChain,IPC/BTC,$0.512882,"$37,351"
224,FairGame,FAIR/BTC,$0.015979,"$35,731"
225,ATLANT,ATL/USDT,$0.205262,"$34,082"
226,Molecular Future,MOF/USDT,$0.171703,"$33,343"
227,Bitcoin Gold,BTG/BTC,$41.91,"$33,132"
228,Kyber Network,KNC/ETH,$0.947461,"$33,105"
229,Nuls,NULS/USDT,$2.12,"$32,824"
230,Theta Token,THETA/USDT,$0.108491,"$32,804"
231,Bitcoin Gold,BTG/USDT,$41.31,"$32,709"
232,Time New Bank,TNB/BTC,$0.027824,"$31,196"
233,Hshare,HSR/ETH,$5.60,"$30,822"
234,Zcash,ZEC/USDT,$190.34,"$30,777"
235,AI Doctor,AIDOC/USDT,$0.031455,"$30,653"
236,0x,ZRX/BTC,$0.521222,"$30,547"
237,Achain,ACT/ETH,$0.197842,"$30,354"
238,Ark,ARK/USDT,$1.96,"$30,284"
239,Worldcore,WRC/BTC,$0.036935,"$30,037"
240,Eidoo,EDO/USDT,$1.70,"$29,951"
241,TenX,PAY/USDT,$0.799510,"$29,884"
242,Viuly,VIU/USDT,$0.007513,"$28,520"
243,SingularDTV,SNGLS/BTC,$0.055648,"$28,269"
244,Gifto,GTO/USDT,$0.174908,"$27,817"
245,Primas,PST/BTC,$0.166382,"$26,963"
246,Olympus Labs,MOT/BTC,$0.273962,"$25,954"
247,SelfSell,SSC/USDT,$0.035262,"$24,089"
248,LightChain,LIGHT/USDT,$0.001002,"$23,902"
249,Content and AD Network,CAN/ETH,$0.014937,"$23,159"
250,ChatCoin,CHAT/BTC,$0.076393,"$23,016"
251,Monero,XMR/USDT,$176.25,"$22,929"
252,Metal,MTL/BTC,$3.34,"$22,733"
253,DigiByte,DGB/USDT,$0.017932,"$22,637"
254,Time New Bank,TNB/USDT,$0.027849,"$21,899"
255,Kcash,KCASH/ETH,$0.070682 ,"$20,668"
256,Centra,CTR/USDT,$0.305338,"$20,489"
257,Olympus Labs,MOT/ETH,$0.282030,"$20,120"
258,Selfkey,KEY/USDT,$0.006712," $20,028"
259,SportyCo,SPF/USDT,$0.114101,"$19,940"
260,Civic,CVC/BTC,$0.200163,"$19,505"
261,Molecular Future,MOF/BTC,$0.171919,"$18,837"
262,ChatCoin,CHAT/USDT,$0.075733,"$18,711"
263,Worldcore,WRC/USDT,$0.036865,"$18,651"
264,Waltonchain,WTC/USDT,$9.44,"$18,620"
265,Bread,BRD/BTC,$0.442026,"$17,791"
266,ICON,ICX/ETH, $2.15,"$17,720"
267,Viuly,VIU/BTC,$0.007569,"$17,695"
268,OAX,OAX/USDT,$0.450194,"$17,694"
269,RefToken,REF/BTC,$4.84," $17,109"
270,UTRUST,UTK/BTC,$0.127485,"$17,022"
271,Golem,GNT/USDT,$0.195946,"$16,782"
272,Nano,NANO/BTC,$5.23,"$16,552"
273,ETHLend,LEND/BTC,$0.041210,"$16,237"
274,Ark,ARK/BTC,$1.97,"$16,014"
275,TokenClub,TCT/USDT,$0.015928,"$15,438"
276,ZenCash,ZEN/USDT,$17.03,"$15,328"
277,Ace,ACE/ETH,$0.280067,"$15,263"
278,Datum,DAT/BTC,$0.020955,"$15,260"
279,Selfkey,KEY/BTC,$0.006588,"$15,054"
280,DADI,DADI/USDT,$0.156276,"$14,578"
281,Raiden Network Token,RDN/BTC,$1.26,"$14,512"
282,Refereum,RFR/ETH,$0.005432,"$14,139"
283,Moeda Loyalty Points,MDA/USDT,$0.688614,"$14,031"
284,Viuly,VIU/ETH,$0.007690,"$13,608"
285,Everex,EVX/BTC,$1.01,"$13,563"
286,ETHLend,LEND/USDT,$0.040872,"$13,502"
287,Refereum,RFR/USDT,$0.005610,"$13,362"
288,Raiden Network Token,RDN/USDT,$1.27,"$13,336"
289,Aventus,AVT/USDT,$0.934848,"$13,086"
290,Bancor,BNT/BTC,$2.17,"$13,015"
291,Gas,GAS/USDT,$15.23,"$12,774"
292,MicroMoney,AMM/BTC,$0.196518,"$12,502"
293,Qvolta,QVT/BTC,$0.321760,"$12,411"
294,ZenCash,ZEN/ETH,$17.08,"$11,752"
295,Republic Protocol,REN/USDT,$0.033759,"$11,731"
296,Stellar,XLM/ETH,$0.213389,"$11,613"
297,Republic Protocol,REN/ETH,$0.034643,"$11,409"
298,0x,ZRX/USDT,$0.521620,"$10,871"
299,Golem,GNT/BTC,$0.196869,"$10,788"
300,BLOCKv,VEE/ETH,$0.028357,"$10,692"
301,NAGA,NGC/ETH,$0.540645,"$10,668"
302,IoT Chain,ITC/ETH,$0.792998,"$10,160"
303,Status,SNT/ETH,$0.084661,"$10,069"
304,DigixDAO,DGD/USDT,$215.38,"$9,850"
305,Bread,BRD/USDT,$0.406016,"$9,794"
306,DADI,DADI/ETH,$0.158214,"$9,588"
307,OAX,OAX/BTC,$0.449806,"$9,561"
308,SmartMesh,SMT/ETH,$0.031279,"$9,513"
309,RefToken,REF/USDT,$4.90,"$9,242"
310,Dent,DENT/BTC, $0.009041,"$9,231"
311,Olympus Labs,MOT/USDT,$0.270878,"$8,788"
312,Enjin Coin,ENJ/BTC,$0.096297,"$8,773"
313,SALT,SALT/BTC,$2.03,"$8,758"
314,TenX,PAY/ETH,$0.872930,"$8,752"
315,Qvolta,QVT/USDT,$0.306140,"$8,629"
316,ETHLend,LEND/ETH,$0.046523,"$8,448"
317,United Bitcoin,UBTC/USDT,$11.44,"$8,168"
318,Read,READ/BTC,$0.017031,"$8,090"
319,BT2 [CST],BT2/BTC,$47.07,"$8,056"
320,Datum,DAT/USDT,$0.021338,"$7,390"
321,AirSwap,AST/BTC, $0.250694,"$7,367"
322,OST,OST/BTC,$0.127905,"$7,255"
323,Nano,NANO/USDT,$5.21,"$7,231"
324,Viberate,VIB/USDT,$0.121715," $7,105"
325,Centra,CTR/BTC,$0.311037,"$6,900"
326,SALT,SALT/USDT,$2.01,"$6,829"
327,Hi Mutual Society,HMC/USDT,$0.021137,"$6,820"
328,United Bitcoin,UBTC/BTC,$10.88,"$6,716"
329,Enigma,ENG/USDT,$1.40,"$6,691"
330,MicroMoney,AMM/USDT,$0.189634,"$6,640"
331,Read,READ/USDT,$0.015327,"$6,591"
332,SingularDTV,SNGLS/USDT,$0.055097,"$6,516"
333,Po.et,POE/BTC,$0.025301,"$6,488"
334,Moeda Loyalty Points,MDA/BTC,$0.711223,"$6,472"
335,ChatCoin,CHAT/ETH,$0.082089,"$6,176"
336,EncrypGen,DNA/BTC,$0.190211,"$6,055"
337,SunContract,SNC/USDT,$0.152369,"$5,995"
338,Dent,DENT/USDT,$0.009016,"$5,259"
339,Time New Bank,TNB/ETH,$0.028132,"$5,116"
340,Aventus,AVT/BTC,$0.931500,"$4,886"
341,LATOKEN,LA/BTC,$0.161055,"$4,780"
342,Datum,DAT/ETH,$0.020838,"$4,770"
343,Enjin Coin,ENJ/USDT,$0.105185,"$4,704"
344,Leverj,LEV/BTC,$0.030066,"$4,655"
345,SONM,SNM/USDT,$0.098173,"$4,647"
346,Primas,PST/ETH,$0.162552,"$4,512"
347,Exchange Union,XUC/ETH,$5.72,"$4,435"
348,Selfkey,KEY/ETH,$0.006774,"$4,329"
349,Ripio Credit Network,RCN/USDT,$0.077637,"$4,324"
350,Exchange Union,XUC/BTC,$5.65,"$3,933"
351,Po.et,POE/USDT,$0.024543,"$3,932"
352,Monaco,MCO/BTC,$4.39,"$3,761"
353,Bitcoin Diamond,BCD/BCH,$2.11,"$3,525"
354,Iconomi,ICN/BTC,$0.726081,"$3,487"
355,Raiden Network Token,RDN/ETH,$1.27,"$3,247"
356,UTRUST,UTK/USDT,$0.130530,"$3,196"
357,Qvolta,QVT/ETH,$0.349135,"$3,061"
358,Monetha,MTH/BTC,$0.079476,"$3,046"
359,Enigma,ENG/ETH,$1.41,"$3,041"
360,Moeda Loyalty Points,MDA/ETH,$0.706122,"$3,029"
361,Centra,CTR/ETH,$0.312839,"$3,023 "
362,SONM,SNM/BTC,$0.099100,"$2,942"
363,Po.et,POE/ETH,$0.025995,"$2,765"
364,Substratum,SUB/BTC,$0.334306,"$2,674"
365,NAGA,NGC/USDT,$0.493470,"$2,588"
366,Maker,MKR/USDT,$487.82,"$2,586"
367,UTRUST,UTK/ETH,$0.141298,"$2,499"
368,LATOKEN,LA/ETH,$0.161473,"$2,440"
369,Bancor,BNT/USDT,$2.16,"$2,369"
370,FirstBlood,1ST/ETH,$0.173361,"$2,294"
371,Unikoin Gold,UKG/BTC,$0.161756,"$2,269"
372,Eidoo,EDO/BCH,$1.53,"$2,232 "
373,Achain,ACT/BCH,$0.186318,"$2,199"
374,Change,CAG/BTC,$0.134073,"$2,139"
375,Civic,CVC/USDT,$0.190336,"$1,990"
376,ChainLink,LINK/BTC,$0.272210,"$1,852"
377,ATLANT,ATL/ETH,$0.217761,"$1,825"
378,Civic,CVC/ETH,$0.198804,"$1,814"
379,Waltonchain,WTC/ETH,$9.82,"$1,813"
380,Monero,XMR/ETH,$176.37,"$1,724"
381,Super Bitcoin,SBTC/BCH,$6.80,"$1,662"
382,OmiseGO,OMG/ETH,$8.43,"$1,650"
383,Zcash,ZEC/ETH,$192.74,"$1,638"
384,0x,ZRX/ETH,$0.524160,"$1,632"
385,Maker,MKR/BTC,$504.46,"$1,627"
386,district0x,DNT/ETH,$0.056424,"$1,615"
387,Change,CAG/USDT,$0.128927,"$1,443"
388,FunFair,FUN/BTC,$0.029786,"$1,425"
389,AirSwap,AST/USDT,$0.243529,"$1,424"
390,TokenClub,TCT/ETH,$0.014747,"$1,423"
391,EncrypGen,DNA/USDT,$0.182622,"$1,412"
392,Metal,MTL/ETH,$3.49,"$1,385"
393,Populous,PPT/BTC,$11.79,"$1,382"
394,Bread,BRD/ETH,$0.463779,"$1,367"
395,Leverj,LEV/ETH,$0.029828,"$1,308"
396,SALT,SALT/ETH,$2.02,"$1,306"
397,ChainLink,LINK/USDT,$0.276888,"$1,295"
398,Leverj,LEV/USDT,$0.029452,"$1,099"
399,NEM,XEM/ETH,$0.209513,"$1,040"
400,Request Network,REQ/BTC,$0.155028,"$1,016"
401,DigixDAO,DGD/BCH,$233.01,$995
402,Monaco,MCO/USDT,$4.20,$986
403,Everex,EVX/ETH,$1.09,$983
404,FunFair,FUN/USDT,$0.029252,$976
405,Revain,R/USDT,$0.851501,$834
406,Maker,MKR/ETH,$506.12,$814
407,Unikoin Gold,UKG/USDT,$0.158680,$796
408,Enjin Coin,ENJ/ETH,$0.113108,$785
409,BitcoinX,BCX/BCH,$0.003146,$747
410,Request Network,REQ/ETH,$0.170641,$729
411,EncrypGen,DNA/ETH,$0.199169,$720
412,SunContract,SNC/ETH,$0.151882,$715
413,DigixDAO,DGD/ETH,$219.42,$701
414,Enigma,ENG/BTC,$1.38,$684
415,OST,OST/USDT,$0.120212,$678
416,Dash,DASH/BCH,$297.36,$669
417,Aventus,AVT/ETH,$0.931150,$663
418,United Bitcoin,UBTC/ETH,$11.06,$651
419,Santiment Network Token,SAN/BTC,$0.967384,$644
420,Unikoin Gold,UKG/ETH,$0.165163,$623
421,Request Network,REQ/USDT,$0.154072,$570
422,Everex,EVX/USDT,$1.00,$568
423,TokenClub,TCT/BTC,$0.015629,$567
424,Gifto,GTO/ETH,$0.177640,$563
425,Monetha,MTH/ETH,$0.085274,$515
426,Storj,STORJ/ETH,$0.666040,$484
427,AirSwap,AST/ETH,$0.241533,$452
428,Ripio Credit Network,RCN/ETH,$0.077596,$421
429,DigiByte,DGB/ETH,$0.018169,$415
430,Metal,MTL/USDT,$3.42,$341
431,MicroMoney,AMM/ETH,$0.188337,$335
432,Nano,NANO/ETH,$5.38,$302
433,Monetha,MTH/USDT,$0.088957,$302
434,OAX,OAX/ETH,$0.462153,$276
435,RefToken,REF/ETH,$5.01,$276
436,Bitcoin Gold,BTG/BCH,$43.34,$251
437,Gas,GAS/ETH,$15.58,$229
438,Worldcore,WRC/ETH,$0.037242,$215
439,Santiment Network Token,SAN/USDT,$0.901590,$209
440,CyberMiles,CMT/BCH,$0.090009,$196
441,SingularDTV,SNGLS/ETH,$0.060141,$194
442,FunFair,FUN/ETH,$0.032365,$192
443,LATOKEN,LA/USDT,$0.150966,$128
444,Iconomi,ICN/USDT,$0.701236,$109
445,Golem,GNT/ETH,$0.198874,$106
446,SONM,SNM/ETH,$0.100847,$86
447,Monaco,MCO/ETH,$4.43,$76
448,Aventus,AVT/BCH,$0.917003,$69
449,Read,READ/ETH,$0.017145,$42
450,OST,OST/ETH,$0.126256,$21
451,IPChain,IPC/ETH,$0.511151,$12
452,Change,CAG/ETH,$0.135773,$6
453,Substratum,SUB/USDT,$0.320665,$4
454,Ark,ARK/ETH,$1.97,$2
455,Eidoo,EDO/ETH,$1.56,$1
456,Populous,PPT/USDT,$13.01,$0
457,Iconomi,ICN/ETH,$1.07,$0
458,Santiment Network Token,SAN/ETH,$0.983357,$0
459,Dent,DENT/ETH,$0.009548,$0
460,Bancor,BNT/ETH,$2.21,$0
461,Substratum,SUB/ETH,$0.338838,$0
462,Populous,PPT/ETH,$12.69,$0
463,ChainLink,LINK/ETH,$0.275306,$0
