,currency_name,currency_pairs,currency_prices,currency_volumes
54,Litecoin,LTC/BTC,$119.50,"$353,266"
55,Kore,KORE/BTC,$2.16,"$347,372"
56,UnbreakableCoin,UNB/BTC,$0.567268,"$342,787"
57,Syndicate,SYNX/BTC,$0.303118,"$333,001"
58,Cardano,ADA/USDT,$0.147634,"$320,610"
59,Syscoin,SYS/BTC,$0.270108,"$316,691"
60,ION,ION/BTC,$2.23,"$290,968"
61,Groestlcoin,GRS/BTC,$0.279289,"$281,130"
62,OmiseGO,OMG/BTC,$8.31,"$276,833"
63,DigitalNote,XDN/BTC,$0.006518,"$272,998"
64,Groestlcoin,GRS/KRW,$0.288241,"$267,654"
65,Stratis,STRAT/KRW,$3.56,"$262,779 "
66,adToken,ADT/BTC,$0.025721,"$253,928"
67,Ardor,ARDR/KRW,$0.224188,"$233,216"
68,Power Ledger,POWR/KRW,$0.275996,"$226,801"
69,Internet of People,IOP/BTC,$1.34,"$221,419"
70,Stellar,XLM/ETH,$0.215460,"$219,310"
71,Bean Cash,BITB/BTC,$0.006938,"$210,900"
72,Ethereum Classic,ETC/BTC,$13.91,"$199,375"
73,WAX,WAX/BTC,$0.136315,"$192,830"
74,PIVX,PIVX/BTC,$3.77,"$191,419"
75,Stratis,STRAT/BTC,$3.48,"$190,057"
76,Dash,DASH/BTC,$296.67,"$188,971"
77,Cardano,ADA/ETH,$0.149985,"$179,804"
78,Bitcoin Gold,BTG/BTC,$41.21,"$179,227"
79,Ripio Credit Network,RCN/BTC,$0.082700,"$176,942"
80,BlockMason Credit Protocol,BCPT/ETH,$0.364700,"$174,486"
81,PIVX,PIVX/KRW,$3.91,"$170,505"
82,Ardor,ARDR/BTC,$0.216913,"$169,764"
83,SIRIN LABS Token,SRN/BTC,$0.226234,"$169,091"
84,NEO,NEO/ETH,$48.56,"$158,978"
85,TransferCoin,TX/BTC,$1.36,"$151,571"
86,DigiByte,DGB/BTC,$0.017732,"$150,188"
87,Unikoin Gold,UKG/BTC,$0.164770,"$141,326"
88,Wings,WINGS/BTC,$0.367876,"$134,174"
89,Dogecoin,DOGE/BTC,$0.002733,"$130,440"
90,Power Ledger,POWR/BTC,$0.269617,"$129,971"
91,VeriCoin,VRC/BTC,$0.412240,"$126,951"
92,Ethereum,ETH/USDT,$382.96,"$126,506"
93,TenX,PAY/BTC,$0.872348,"$126,439"
94,Komodo,KMD/KRW,$2.39,"$124,594"
95,BLOCKv,VEE/BTC,$0.028875,"$122,508"
96,BitBay,BAY/BTC,$0.035673,"$121,429"
97,Steem,STEEM/BTC,$1.43,"$116,096"
98,Komodo,KMD/BTC,$2.36,"$112,251"
99,Steem Dollars,SBD/BTC,$1.45,"$112,246"
100,Augur,REP/KRW,$25.24,"$110,370"
101,Civic,CVC/BTC,$0.196378,"$102,403"
102,ZenCash,ZEN/BTC,$17.48,"$97,465"
103,Patientory,PTOY/BTC,$0.103165,"$93,371"
104,NEO,NEO/USDT,$48.39,"$90,673"
105,Ripple,XRP/USDT,$0.482851,"$90,306"
106,MonetaryUnit,MUE/BTC, $0.091811,"$88,244"
107,Ark,ARK/KRW,$1.98,"$87,092"
108,Einsteinium,EMC2/BTC,$0.148370,"$83,875"
109,Aragon,ANT/BTC,$2.30," $82,252"
110,Vertcoin,VTC/BTC,$1.61,"$82,193"
111,Cofound.it,CFI/BTC,$0.053755,"$80,943"
112,Humaniq,HMQ/BTC,$0.108141,"$79,743"
113,CloakCoin,CLOAK/BTC,$5.01,"$79,428"
114,Ignis,IGNIS/BTC,$0.072608,"$78,877"
115,ExclusiveCoin,EXCL/BTC,$0.808781,"$78,564"
116,Blocktix,TIX/ETH,$0.253983,"$77,098"
117,Expanse,EXP/BTC, $1.35,"$74,949"
118,Dash,DASH/KRW,$302.56,"$74,751"
119,Viacoin,VIA/BTC,$1.25,"$74,352"
120,BitSend,BSD/BTC,$0.500758," $74,170"
121,Viberate,VIB/BTC,$0.116271,"$71,827"
122,Decentraland,MANA/BTC,$0.067562,"$70,603"
123,Zcash,ZEC/KRW,$196.63,"$66,480"
124,Ripple,XRP/ETH,$0.488008,"$64,972"
125,Sphere,SPHR/BTC,$1.87,"$62,739"
126,Nxt,NXT/BTC,$0.110384,"$62,025"
127,Bitcoin Cash,BCC/ETH,$675.10,"$61,643"
128,Zcash,ZEC/BTC,$190.54,"$61,414"
129,Elastic,XEL/BTC,$0.194136,"$60,976"
130,Loopring,LRC/BTC,$0.375305,"$60,308"
131,Qtum,QTUM/ETH,$14.31,"$60,042 "
132,iExec RLC,RLC/BTC,$0.831979,"$59,548"
133,Quantum Resistant Ledger,QRL/BTC,$0.827003,"$57,192"
134,Numeraire,NMR/BTC,$10.83,"$56,179"
135,Monero,XMR/KRW,$180.10,"$55,802"
136,Ark,ARK/BTC,$1.94,"$55,764"
137,Golem,GNT/BTC,$0.197009,"$54,916"
138,AdEx,ADX/BTC,$0.581706,"$54,634"
139,NEM,XEM/ETH,$0.207957,"$54,490"
140,Vertcoin,VTC/KRW,$1.63,"$53,075"
141,Shift,SHIFT/BTC,$1.62,"$51,093"
142,Waves,WAVES/KRW,$3.62,"$50,932"
143,Storj,STORJ/KRW,$0.649014,"$50,479"
144,Siacoin,SC/ETH,$0.010526,"$49,740"
145,Mercury,MER/BTC,$0.140170,"$47,771"
146,Monero,XMR/BTC,$177.35,"$46,033"
147,Waves,WAVES/BTC,$3.55,"$42,977"
148,Particl,PART/BTC,$9.36,"$41,553"
149,Memetic / PepeCoin,MEME/BTC,$0.182221,"$41,283"
150,Burst,BURST/BTC,$0.013807,"$40,369"
151,Enigma,ENG/BTC,$1.41,"$40,040"
152,Matchpool,GUP/BTC,$0.154187,"$39,364"
153,Basic Attention Token,BAT/BTC,$0.196448,"$38,935 "
154,MonaCoin,MONA/BTC,$3.08,"$37,479"
155,LBRY Credits,LBC/BTC,$0.164560,"$37,405"
156,SIBCoin,SIB/BTC,$0.807870,"$36,235"
157,OKCash,OK/BTC,$0.109263,"$36,105"
158,Verge,XVG/USDT,$0.046692,"$34,338"
159,0x,ZRX/BTC,$0.528862,"$32,989"
160,SALT,SALT/BTC,$2.00,"$32,727"
161,Ethereum Classic,ETC/USDT,$13.85,"$30,002"
162,Bitcoin Cash,BCC/USDT,$654.15,"$29,867"
163,OmiseGO,OMG/USDT,$8.30,"$29,340"
164,Storj,STORJ/BTC,$0.637704,"$27,571 "
165,Dynamic,DYN/BTC,$1.42,"$27,552"
166,Byteball Bytes,GBYTE/BTC,$174.75,"$26,849"
167,Gnosis,GNO/BTC,$56.35,"$25,405"
168,Swarm City,SWT/BTC,$1.11,"$24,851"
169,Status,SNT/ETH,$0.084149,"$24,759"
170,Ethereum Classic,ETC/ETH,$14.01,"$24,210"
171,OmiseGO,OMG/ETH,$8.37,"$23,939"
172,DECENT,DCT/BTC,$0.345239 ,"$23,448"
173,Feathercoin,FTC/BTC,$0.178016,"$20,020"
174,Monaco,MCO/BTC,$4.40,"$16,813"
175,ZCoin,XZC/BTC,$28.87," $15,631"
176,Bitcoin Gold,BTG/USDT,$41.09,"$15,486"
177,BlackCoin,BLK/BTC,$0.196168,"$14,831"
178,Litecoin,LTC/USDT,$119.53,"$12,995"
179,GameCredits,GAME/BTC,$1.10,"$12,543"
180,Bitcoin Gold,BTG/ETH,$41.54,"$12,486"
181,NavCoin,NAV/BTC,$0.811234,"$12,207"
182,Bancor,BNT/BTC,$2.16,"$10,791"
183,Litecoin,LTC/ETH, $118.14,"$10,740"
184,Ubiq,UBQ/BTC,$1.25,"$10,429"
185,Factom,FCT/BTC,$19.70,"$9,722"
186,Blocknet,BLOCK/BTC,$12.83," $8,059"
187,Zcash,ZEC/USDT,$188.63,"$5,837"
188,UpToken,UP/ETH,$0.122330,"$5,567"
189,SIRIN LABS Token,SRN/ETH,$0.224283,"$5,399"
190,Viberate,VIB/ETH,$0.115951,"$5,354"
191,WAX,WAX/ETH,$0.136805,"$5,309"
192,DMarket,DMT/ETH,$0.496679,"$5,153"
193,adToken,ADT/ETH,$0.025370,"$4,946"
194,Dash,DASH/USDT,$295.27 ,"$4,909"
195,Golem,GNT/ETH,$0.198459,"$4,580"
196,SALT,SALT/ETH,$2.01,"$4,220"
197,Basic Attention Token,BAT/ETH,$0.191037,"$3,974"
198,Humaniq,HMQ/ETH,$0.105949,"$3,637"
199,Augur,REP/ETH,$25.63,"$2,922"
200,Power Ledger,POWR/ETH,$0.270286,"$2,909"
201,Matchpool,GUP/ETH,$0.152899,"$2,890"
202,Dash,DASH/ETH,$298.74,"$2,742"
203,Waves,WAVES/ETH,$3.61,"$2,623"
204,Decred,DCR/BTC,$40.73,"$2,537"
205,Civic,CVC/ETH, $0.201625,"$2,527"
206,district0x,DNT/ETH,$0.055516,"$2,292"
207,BLOCKv,VEE/ETH,$0.029343,"$2,128"
208,Nxt,NXT/USDT,$0.107961,"$1,698"
209,Stratis,STRAT/ETH,$3.49,"$1,660"
210,Loopring,LRC/ETH,$0.390908,"$1,657"
211,Ripio Credit Network,RCN/ETH,$0.082442,"$1,493"
212,Bancor,BNT/ETH,$2.20,"$1,483"
213,True USD,TUSD/ETH,$1.02,"$1,477"
214,Monero,XMR/ETH,$179.28,"$1,455"
215,Monero,XMR/USDT,$177.58,"$1,376"
216,TenX,PAY/ETH,$0.880821,"$1,299"
217,Quantum Resistant Ledger,QRL/ETH,$0.831785,"$1,166"
218,Zcash,ZEC/ETH,$193.21,$993
219,DigiByte,DGB/ETH,$0.018161,$914
220,iExec RLC,RLC/ETH,$0.830528,$681
221,Storj,STORJ/ETH,$0.642366,$630
222,Factom,FCT/ETH,$19.79,$581
223,Numeraire,NMR/ETH,$10.71,$341
224,Wings,WINGS/ETH,$0.372313,$281
225,Decentraland,MANA/ETH,$0.068781,$270
226,Unikoin Gold,UKG/ETH,$0.169353,$169
227,Aragon,ANT/ETH,$2.32,$160
228,Patientory,PTOY/ETH,$0.102031,$135
229,Gnosis,GNO/ETH,$57.30,$99
230,0x,ZRX/ETH,$0.503597,$67
231,Cofound.it,CFI/ETH,$0.052746,$59
232,AdEx,ADX/ETH,$0.608452,$13
233,Enigma,ENG/ETH,$1.39,$9
234,Monaco,MCO/ETH,$4.46,$0
