,codeA,codeB,prcCor,rtnCor,volCor,sum
438,BTS,FCT,0.9831623222855485,0.259772397179743,0.09175915612773927,1.3346938755930307
837,ETH,GAME,0.9234113574505968,0.29566094640927876,0.11525195675113795,1.3343242606110135
1157,LSK,LTC,0.9727742465365454,0.3110982595908116,0.049445855179364284,1.3333183613067212
112,ARDR,ZEC,0.9584247858533325,0.2693572372890511,0.10504140998636849,1.332823433128752
803,ETC,MAID,0.8956037243141073,0.33521908812263657,0.1019016624186489,1.3327244748553928
1651,XRP,ZEC,0.9546046771084228,0.2623712665526307,0.11548717746493795,1.3324631211259914
101,ARDR,SYS,0.9706504212750298,0.22808856025837834,0.1333337466965906,1.3320727282299987
558,CLAM,STR,0.8170466219872845,0.1892958093455203,0.32543798107656274,1.3317804124093677
1188,LTC,MAID,0.870376770296598,0.3503818219018536,0.10995262559467764,1.3307112177931293
107,ARDR,XEM,0.9548096546053598,0.2517530453279263,0.12337191200543855,1.3299346119387248
622,DCR,ETH,0.9710282217911279,0.2583029774291158,0.10028041744101611,1.3296116166612597
1193,LTC,NXT,0.9491776746594921,0.3110519813207041,0.06908565094051239,1.3293153069207087
1189,LTC,NAV,0.9693042571915589,0.262993321695238,0.09693202517899777,1.3292296040657947
1187,LSK,ZEC,0.9571224267218884,0.272144366227375,0.0990882589459287,1.328355051895192
666,DGB,ETH,0.9557730597389208,0.23126550980899083,0.13990135149412242,1.326939921042034
944,FCT,XEM,0.9661247877996827,0.2636874669828442,0.09605259309637297,1.3258648478789
